"No.|Date|Genre|Bibl|ContextBefore|Hit|ContextAfter"
"4249|2004-03-20|Zeitung|Berliner Zeitung, 20.03.2004|Verdi-Vorstand Franziska Wiethold kritisierte, hunderttausenden Frauen werde durch die Ausweitung der Minijobs die Möglichkeit genommen, ""sich ein Existenz sicherndes Einkommen und eine soziale Absicherung für die Rente zu erarbeiten"".|Sie forderte die Politik auf, die gesetzliche Ausweitung der Minijobs rückgängig zu machen.|HDE-Sozialexperte Bernd Uhlmann hielt dagegen, ""in der Dramatik wie von Verdi dargestellt, besteht das Problem nicht""."
"4250|2004-03-20|Zeitung|Berliner Zeitung, 20.03.2004|Denn der Beitritt zur Euro-Zone beschleunigt Reformen:|Er erleichtert es der Politik, die Haushaltsdefizite zu begrenzen, die Inflation zu kontrollieren und damit auch unpopuläre Maßnahmen durchzuführen.|Was wird sich durch den Beitritt zur EU für die Menschen in Deutschland konkret verändern?"
"4251|2004-03-20|Zeitung|Berliner Zeitung, 20.03.2004|Viele der alten EU-Staaten fühlen sich dadurch herausgefordert, ihre Steuersätze ebenfalls zu senken.|Die niedrigen Löhne in den Beitrittsländern erzeugen wiederum Druck auf die Politik, gerade auch bei uns, für mehr Flexibilität am Arbeitsmarkt zu sorgen oder auch die staatlichen Leistungen zurückzufahren ...|..."
"4252|2004-03-20|Zeitung|Berliner Zeitung, 20.03.2004|Wir können uns die Überregulierung und viele soziale Wohltaten einfach nicht mehr leisten.|Die Politik muss sich hier eklatante Versäumnisse ankreiden lassen.|Die Osterweiterung wird hier für eine heilsame Korrektur sorgen."
"4253|2004-03-20|Zeitung|Berliner Zeitung, 20.03.2004|Land plant Industrieansiedlung|Diesmal sieht sich die Politik offenbar nicht imstande, das drohende Aus des Standortes zu verhindern.|Der Erhalt des Werks bei Halle könne nicht ""ertrotzt"" werden, sagte Sachsen-Anhalts Ministerpräsident Wolfgang Böhmer (CDU) am Freitag."
"4254|2004-03-20|Zeitung|Berliner Zeitung, 20.03.2004|Im Gegenteil, im Roten Rathaus wird es als Erfolg verkauft, dass alle Interessengruppen gleichermaßen protestieren.|Das sei ja ein Beleg dafür, das die Lasten auch auf alle verteilt sind und damit Signum einer gerechten Politik.|Genau diese Arroganz der Macht geht den Menschen - nicht nur frustrierten Linken - auf die Nerven."
"4255|2004-03-20|Zeitung|Berliner Zeitung, 20.03.2004|Diesen Frust macht sich die linke Alternativbewegung zunutze.|Und wenn es dem Regierungsführer SPD nicht gelingt, die Politik besser zu vermitteln - und an einigen Stellen zu korrigieren - wird das Bündnis auch Erfolg haben.|Seite 23"
"4256|2004-03-20|Zeitung|Berliner Zeitung, 20.03.2004|Durch mehr Beteiligung der Bürger, die sich beispielsweise für ihre Nachbarschaft, Schulen oder Musikförderung einsetzten, könne der Staat Kosten sparen.|Doch mehr Bürgerengagement sei nur möglich, wenn Politik und Verwaltung auch Macht abgeben würden.|""Das wäre ein Kosten sparendes und Nutzen erhöhendes Projekt"", sagte Hassemer."
"4257|2004-03-20|Zeitung|Berliner Zeitung, 20.03.2004|Die Bürger in Berlin sollten ihr Wissen zum Wohle aller einsetzen.|Die Politik müsse sich wiederum verpflichten, verbindliche Formen einzuführen, um dieses Wissen zu nutzen.|GmbHs oder Stiftungen könnten eingerichtet werden, so Hassemer."
"4258|2004-03-20|Zeitung|Berliner Zeitung, 20.03.2004|Eine Partei wolle keiner gründen.|Es gehe darum, eine Alternative zu der ""sozial ungerechten Politik des rot-roten Senats"" anzubieten.|Die Verabschiedung des Doppelhaushaltes 2004/2005 am Donnerstag habe die Gründungsabsicht eher verstärkt."
"4259|2004-03-20|Zeitung|Berliner Zeitung, 20.03.2004|Eine endgültige Entscheidung werde aber erst nach dem 3. April fallen.|An dem Tag wird deutschlandweit gegen die Politik des Sozialabbau der rot-grünen Bundesregierung demonstriert.|Ob die Bewegung von den Gewerkschaften unterstützt wird, ist noch offen."
"4260|2004-03-20|Zeitung|Berliner Zeitung, 20.03.2004|Das gelte auch für das Bürgerbegehren für Neuwahlen, das vom Vorstand der Gewerkschaft der Polizei unterstützt wird.|Thiemann: ""Es fehlt die politische Alternative zu der sozial ungerechten Politik.""|Da brächten auch vorgezogene Neuwahlen nichts."
"4261|2004-03-20|Zeitung|Berliner Zeitung, 20.03.2004|Politik: ""Ab 1. Juli mehr Geld für Anwälte"", dpa (13./14. März):|Die Meldung, dass Anwälte ab Juli durchschnittlich 14 Prozent mehr Geld erhalten, kann ich nur mit Kopfschütteln registrieren."
"4262|2004-03-20|Zeitung|Berliner Zeitung, 20.03.2004|Politik: ""Schärfere Kontrollen ohne Verdacht"" von Jörg Michel (15. März):|So bedauerlich und abscheulich das Attentat von Madrid auch war, hat es doch den Beweis erbracht, wie brutal der Terrorismus ist und dass er vor Europa nicht halt macht."
"4263|2004-03-20|Zeitung|Berliner Zeitung, 20.03.2004|Terrorismus gegen unschuldige Menschen ist mehr als nur ein Übel:|Es bleibt ein Resultat verfehlter Politik - religiös wie wirtschaftlich.|Und die Mächtigen dieser Welt fahren gepanzerte Fahrzeuge."
"4264|2004-03-20|Zeitung|Berliner Zeitung, 20.03.2004|Denn es führt eine intellektuell anspruchsvolle, großenteils junge, kosmopolitische Gegenkultur vor, die dem Regime trotz aller Liberalisierungsansätze ein Dorn im Auge sein muss.|In seiner Kultur stellt sich Iran wie in der Politik, der Wirtschaft oder der Wissenschaft dar: als ein Land zwischen den Stühlen, zwischen schiitischem Fundamentalismus und westlich gestimmter Reform, die sich die Bevölkerung in unzähligen kleinen Übertretungen erkämpft.|Das tritt in der Ausstellung eindrucksvoll zu Tage, und das lässt sich auch in erhellenden Katalogessays über das intellektuelle Leben zwischen Mullah-Zensur, Internet und Fast Food nachlesen."
"4265|2004-03-20|Zeitung|Berliner Zeitung, 20.03.2004|Berlin könne zu einem ""Testfall für mehr bürgerschaftliche Mitverantwortung werden"", sagte der ehemalige Stadtentwicklungssenator Volker Hassemer (CDU).|Politik und Verwaltung müssten Macht abgeben und das Wissen der Bürger stärker nutzen, so Hassemer.|Seite 22"
"4266|2004-03-20|Zeitung|Berliner Zeitung, 20.03.2004|Den Nahost-Krisenherd dürfte Perle mit seiner unkritischen Rechtfertigung der militanten israelischen Besatzungspolitik nicht in den Griff bekommen.|Denn der überzeugte Zionist Perle, Ratgeber des ehemaligen Premier Nethanjahu und Mitglied im Aufsichtsrat der ""Jerusalem Post"", kann nirgendwo einen Grund für die Korrektur der gegenwärtigen israelischen Politik erkennen.|""Was sollen die Gebietsansprüche der Palästinenser?"
"4267|2004-03-22|Zeitung|Berliner Zeitung, 22.03.2004|Im Reformstreit um die Agenda 2010 sicherte Müntefering Kanzler Gerhard Schröder die Unterstützung der Partei zu.|""Wir müssen diese Politik gemeinsam hinbekommen"", sagte Müntefering.|""Wir schaffen das."""
"4268|2004-03-22|Zeitung|Berliner Zeitung, 22.03.2004|Die Fernsehleute schwenken ihre Kameras auf sie.|Eine dreiviertel Stunde hat der scheidende SPD-Chef da schon geredet, hat über die deutsche Politik in der Irak-Krise vorgetragen, über Generationengerechtigkeit, über Fortschrittlichkeit und die Steuersenkungen, die seine Regierung beschlossen hat.|Es ging darum, dass die SPD Kurs halten müsse, und es wimmelte von langweiligen Sätzen wie diesem:"
"4269|2004-03-22|Zeitung|Berliner Zeitung, 22.03.2004|Bei einem Treffen mit nordrhein-westfälischen Abgeordneten vor zehn Tagen kanzelte Schröder jeden ab, der ihm zu widersprechen wagte.|""Schröder zieht sich zurück, er wirbt nicht mehr für seine Politik"", sagt ein SPD-Mann.|1804 Tage lang war Schröder Parteichef, hat die Bild-Zeitung gezählt."
"4270|2004-03-22|Zeitung|Berliner Zeitung, 22.03.2004|Aber wenn dann entschieden ist, muss man auch entschlossen und geschlossen handeln.|Anders ist Politik nicht möglich.""|Der Saal klatscht, laut, andauernd."
"4271|2004-03-22|Zeitung|Berliner Zeitung, 22.03.2004|Denn bis die K-Frage für die Union wirklich entschieden werden muss, gehen noch zwei Jahre ins Land.|Das ist eine verdammt lange Zeit in der Politik, in der Angela Merkel noch viele Herausforderungen zu bestehen hat.|Sollte zum Beispiel ihr Kandidat Hort Köhler nicht zum Bundespräsidenten gewählt werden, stände ihre Führungsfähigkeit schon wieder zur Debatte."
"4272|2004-03-22|Zeitung|Berliner Zeitung, 22.03.2004|Präsident Chen Shuibian von der Demokratischen Fortschrittspartei (DPP) ist bei den Präsidentschaftswahlen vom vergangenen Samstag mit einer hauchdünnen Mehrheit von weniger als 30000 Stimmen für eine zweite Amtszeit bestätigt worden.|Ein Referendum, in dem er am Wahltag auch über die Politik gegenüber dem kommunistischen Festland abstimmen lassen wollte, musste er für ungültig erklären, weil sich weniger als die Hälfte der Befragten beteiligt hatte.|Nach massiven Betrugsvorwürfen der Opposition ordnete das Oberste Gericht der Insel am Sonntag die Versiegelung aller Wahlurnen an."
"4273|2004-03-22|Zeitung|Berliner Zeitung, 22.03.2004|Es sagt viel über den Zustand der SPD, dass ihr das neu vorkommt.|Ob aber die ganze Malaise der Partei nur ein Vermittlungsproblem ist oder die Politik nicht stimmt, ist nach dem Parteitag so umstritten wie zuvor.|Ob die Agenda 2010 den Anfang oder das Ende der sozialdemokratischen Reformpolitik markiert, ebenso."
"4274|2004-03-22|Zeitung|Berliner Zeitung, 22.03.2004|Anstatt Serbien Würde und Wohlstand zurückzugeben, haben wir es gedemütigt.|Amerika hat mit seinen Hilfen Handel getrieben, um die Auslieferung der serbischen Führer an Den Haag zu erreichen: eine Politik, die zur Folge den Tod eines Ministerpräsidenten, den Aufstieg der nationalistischen Partei und den Erfolg der Sozialisten von Milosevic zur Folge gehabt hat.|Es wird daher nicht ausreichen, in Mitrovica und Pristina die Ordnung wieder herzustellen."
"4275|2004-03-22|Zeitung|Berliner Zeitung, 22.03.2004|Selbst bei Polizei und Streitkräften sitzen Thaksins Verwandte in Spitzenpositionen.|Mit seiner Politik der ""neuen sozialen Ordnung"" machte der Regierungschef sich viele Freunde in der Mittelklasse, obwohl bei seiner Antidrogenkampagne Tausende von Menschen unter ungeklärten Umständen ums Leben kamen.|Die Presse wurde mittels ""finanzieller Erpressung"", so thailändische Journalisten, an die Leine gelegt."
"4276|2004-03-22|Zeitung|Berliner Zeitung, 22.03.2004|Zeitungen wird bedeutet, dass lebensnotwendige Anzeigen ausbleiben könnten.|""Wir lieben Demokratie"", sagt Thaksin während des Gesprächs und klagt, ""aber in der Politik wird man mehr als im Unternehmen kritisiert.""|Der Wirtschaftsboom, den Thaksin seinem Land bescherte, überwiegt in den Augen vieler Thailänder alle Nachteile und Risiken von ""Thaksinomics"", wie die Wirtschaftspolitik des Milliardärs genannt wird."
"4277|2004-03-22|Zeitung|Berliner Zeitung, 22.03.2004|Nicht nur der Irakkrieg war Thema der Demonstration.|Mehrere Gruppen protestierten gegen die Politik Israels in den besetzten Gebieten.|Ein Redner warnte vor einer US-Intervention in Venezuela."
"4278|2004-03-22|Zeitung|Berliner Zeitung, 22.03.2004|Eigentlich ist es im Landesvorstand Berlin wie beim Pferderennen, erklärt der noch amtierende Landesschülersprecher Marco Meyer: ""Alle ziehen gemeinsam los und treiben sich gegenseitig an.""|Der 17-Jährige will sich nach vier Jahren im Amt neu orientieren und überlässt das Politik Machen nun anderen.|So stellten sich am Wochenende unter den Augen von beinahe 250 Berliner Schülervertretern 17 Bewerber für die Mitgliedschaft im Landesvorstand (LaVo) zur Wahl."
"4279|2004-03-22|Zeitung|Berliner Zeitung, 22.03.2004|""Das Land gehört uns.|Wir werden es schaffen, eine tolle Politik zu machen.""|"
"4280|2004-03-22|Zeitung|Berliner Zeitung, 22.03.2004|Alles lacht, lauter Applaus im Saal.|So kann es nicht weitergehen, die Politik hat versagt, darauf kann man sich einigen an diesem Vormittag im Berliner Ensemble.|Nur Heinz Dürr versucht immer wieder dazwischenzufahren in die Konsensseligkeit."
"4281|2004-03-22|Zeitung|Berliner Zeitung, 22.03.2004|Das wirkte wie ein vorweggenommener Kommentar zum zweiten Teil des Symposiums über Charles Ives, das am Freitag und Sonnabend im Haus der Festspiele stattfand.|Hier ging es eben um das Verhältnis von Politik und Ästhetik, das Federico Sanguineti so unbekümmert verkörpert hatte.|Die erstaunlichsten Wortmeldungen am Runden Tisch kamen vom Komponisten Frederic Rzewski, der erklärte, er habe sich nie für Ives Musik interessiert und nichts dazu zu sagen, außerdem:"
"4282|2004-03-22|Zeitung|Berliner Zeitung, 22.03.2004|Die erstaunlichsten Wortmeldungen am Runden Tisch kamen vom Komponisten Frederic Rzewski, der erklärte, er habe sich nie für Ives Musik interessiert und nichts dazu zu sagen, außerdem:|Er halte Musik für eine autoerotische Tätigkeit, die nichts mit Politik zu tun habe.|Gibt es auch autoerotische Kompositionen?"
"4283|2004-03-22|Zeitung|Berliner Zeitung, 22.03.2004|Georg Witkowski starb 1939 im holländischen Exil.|Unter Auslassung der Politik und ohne Einsicht in untere soziale Gefilde, entsteht aus diesem Buch ein bürgerliches Gesellschafts- und Familienbild um einen durch und durch deutschen Gelehrten, welcher der assimilierte, christlich getaufte Jude Witkowski war.|Er wurde 1863 in Berlin geboren als Bankierssohn und wuchs auf im Hause Friedrichstraße 141c, wo heute der Bahnhof steht."
"4284|2004-03-22|Zeitung|Berliner Zeitung, 22.03.2004|Müntefering und sein Vorgänger, Bundeskanzler Schröder, schworen die Partei auf eine konsequente Fortsetzung des Reformkurses ein.|Der neue Vorsitzende stellte sich rückhaltlos hinter die Politik Schröders und warnte die Kritiker davor, die Regierungsfähigkeit auf Spiel zu setzen. S. 1, 3 und 4|"
"4285|2004-03-23|Zeitung|Berliner Zeitung, 23.03.2004|""Was seine Person insgesamt angeht, verkörpert er einen Flügel und eine Kompetenz in unserer Partei, die unverzichtbar ist"", erklärte Wend.|""Nicht die ganze Partei muss so sein wie Clement, aber ohne Clement und seine Politik wäre die SPD auf Sicht nicht mehrheitsfähig.|""Politik Seite 5"
"4286|2004-03-23|Zeitung|Berliner Zeitung, 23.03.2004|""Nicht die ganze Partei muss so sein wie Clement, aber ohne Clement und seine Politik wäre die SPD auf Sicht nicht mehrheitsfähig.|"" Politik Seite 5|"
"4287|2004-03-23|Zeitung|Berliner Zeitung, 23.03.2004|(lve.)|Politik Seite 5|"
"4288|2004-03-23|Zeitung|Berliner Zeitung, 23.03.2004|Nur sehr wenige, ausschließlich Männer, begrüßen Forschung und technischen Fortschritt uneingeschränkt.|Ähnlich klein war die Gruppe jener, die von Innovationen, wie sie die Politik sich im Dienste der Ökonomie erträumt, so negative Folgen für ihre Lebensqualität erwarten, dass sie sie gänzlich ablehnen.|Mancher vermutet reine Profitgier hinter der Innovationskampagne, mancher erwartet von neuer Technik hauptsächlich den Verlust von Arbeitsplätzen."
"4289|2004-03-23|Zeitung|Berliner Zeitung, 23.03.2004|Was wir zuerst brauchen, ist die Innovation unserer Volksvertreter.|Wir brauchen kein Regieren zum Selbstzweck, für bestimmte Gruppen, sondern begreifbare und rationale Politik.|Das bedeutet endlich das Entrümpeln von Gesetzen und der Bürokratie, eine transparente Steuerpolitik, Familienpolitik die Kinder will, Förderung unserer Kinder, Innovation der Grundschulbildung, Universitäten sollen kein Sammelbecken für unsere Jugendlichen sein, die nach größten Anstrengungen keinen Berufsausbildungsplatz finden."
"4290|2004-03-23|Zeitung|Berliner Zeitung, 23.03.2004|Die das glauben, sind längst weggelaufen und wissen auch, warum.|Nicht, weil man ihnen die neue Politik nicht gut genug erklärt hat, sondern weil sie sie sehr gut verstanden haben.|Und die Anhänger und Wähler interessieren die Erinnerungen an die großen Zeiten der deutschen Sozialdemokratie bestenfalls als historisches Zitat."
"4291|2004-03-23|Zeitung|Berliner Zeitung, 23.03.2004|Wir wissen, dass Franz Müntefering zuhören kann und die Interessen der Arbeitnehmerinnen und Arbeitnehmer ernst nimmt "", sagte DGB-Vize Ursula Engelen-Kefer am Montag der Berliner Zeitung.|Zugleich äußerte sie die Hoffnung, dass der Wechsel an der SPD-Spitze zu einer Korrektur der rot-grünen Politik führen wird.|Erstes Treffen am Montag ""Beim bisherigen Regierungskurs vermissen wir die Perspektiven für mehr Arbeits- und Ausbildungsplätze."
"4292|2004-03-23|Zeitung|Berliner Zeitung, 23.03.2004|""Es darf keinen Hass und keine Verbitterung geben"", sagte er.|Zwar ist die Unzufriedenheit in der Bevölkerung mit Arena sehr groß, aber Handal war dennoch für die Mehrheit nicht wählbar - er gilt den Salvadorianern nicht als Garant einer modernen, zukunftsorientierten Politik.|""Schafk ist Kommunist, Atheist und Guerillero"", sagte eine Wählerin."
"4293|2004-03-23|Zeitung|Berliner Zeitung, 23.03.2004|BERLIN, 22. März.|Nach dem Führungswechsel in der SPD haben führende Wirtschaftsforscher von Politik und Wirtschaft mehr Initiative gefordert, um die Innovationsbereitschaft in Deutschland anzukurbeln.|In einer Umfrage der Berliner Zeitung forderten die Präsidenten des Deutschen Instituts für Wirtschaftsschung (DIW Berlin), des Hamburgischen Weltwirtschaftsarchiv (HWWA), des Kieler Instituts für Weltwirtschaft (IfW) und des Rheinisch-Westfälischen Instituts für Wirtschaftsforschung (RWI) die Verantwortlichen auf, den Strukturwandel in Deutschland konsequenter zu unterstützen, um die deutsche Wirtschaft wieder an die Spitze zu befördern."
"4294|2004-03-23|Zeitung|Berliner Zeitung, 23.03.2004|Denn das treibt die Unternehmen nur dazu, ihre Forschungsabteilungen ins Ausland zu verlagern "", sagte Thomas Straubhaar vom HWWA.|Die Politik könne Innovationen fördern, in dem sie einen schnellen Strukturwandel unterstütze.|""Das geht aber nur, wenn sie auch bereit ist, Bestehendes untergehen zu lassen""."
"4295|2004-03-23|Zeitung|Berliner Zeitung, 23.03.2004|So bestehe bei der Förderung von kreativen Projekten die Gefahr von Mitnahmeeffekten.|""Die Politik sollte sich deshalb darauf beschränken, die Rahmenbedingungen zu verbessern und bürokratische Hemmnisse abzubauen.|""Wir brauchen zum Beispiel eine freundlichere Familienpolitik, um mehr Frauen dazu zu bewegen, sich selbstständig zu machen"", sagte Schmidt."
"4296|2004-03-23|Zeitung|Berliner Zeitung, 23.03.2004|""Wenn es insgesamt nicht gut läuft, gibt es auch wenig Innovationen"", sagte Zimmermann.|Die Politik könne deshalb nur eine Hilfestellung zu mehr Investitionen geben.|"
"4297|2004-03-23|Zeitung|Berliner Zeitung, 23.03.2004|Nicht nur der Sport, auch die Politik hat ihr Preisgericht, und das verteilte am Wochenende seine Noten: 95,1 für Franz Müntefering beim Kürlauf für den SPD-Parteivorsitz.|Das war ein überwältigender Erfolg, und dennoch bleibt ein kleiner Makel."
"4298|2004-03-23|Zeitung|Berliner Zeitung, 23.03.2004|Seine Glaubwürdigkeit aber erhält der Eiskunstlauf nur wieder, wenn er sich auch von seinen alten Symbolen trennen kann.|Und was heißt das für die Politik?|Die wird sich demnächst am letzten allumfassenden Zahlengleichnis des Sports messen lassen müssen."
"4299|2004-03-24|Zeitung|Berliner Zeitung, 24.03.2004|""Auch CSU-Generalsekretär Markus Söder reagierte verärgert auf die Äußerungen des Präsidenten des Deutschen Industrie- und Handelskammertages, Ludwig Georg Braun.|Dieser hatte deutschen Firmen geraten, ""nicht auf eine bessere Politik zu warten"", sondern die Chancen zu ergreifen, die in der EU-Osterweiterung lägen.|""Es wäre mir lieber, er würde sich massiv dafür einsetzen, dass sich hier in Deutschland die Rahmenbedingungen verbessern"", sagte Söder der Berliner Zeitung."
"4300|2004-03-24|Zeitung|Berliner Zeitung, 24.03.2004|Es könne ""nicht sein, dass man sich Gehälter wie in den USA wünscht, sich bei den Löhnen aber an China orientiert.|"" Politik Seite 5, Wirtschaft Seite 9|"
"4301|2004-03-24|Zeitung|Berliner Zeitung, 24.03.2004|Noch läuft der Prozess.|Man weiß nicht, ob Borys B. sich je mit Politik befasst hat.|Aber der Bundestag wird sich mit ukrainischen Menschenhändlern und deren Machenschaften beschäftigen."
"4302|2004-03-24|Zeitung|Berliner Zeitung, 24.03.2004|Das hat nur sehr wenig mit der Sache zu tun.|Angesichts des Führungswechsels in der SPD fürchtet Clement um die Politik, für die er angetreten ist.|Und die ist wirtschaftsfreundlich."
"4303|2004-03-24|Zeitung|Berliner Zeitung, 24.03.2004|Was jetzt ansteht, ist ein Blickwechsel.|Im vergangenen Jahr waren wir mit nachholenden Reformen befasst, mit der Anpassung der Politik an die Realitätszwänge: Ausbleibendes Wachstum, demografischer Wandel, Finanzkrise.|Und was folgt jetzt?"
"4304|2004-03-24|Zeitung|Berliner Zeitung, 24.03.2004|Warum er diesen Zusammenhang völlig ausblendet, ist mir schleierhaft.|"" Braun hatte am Wochenanfang in einem Interview die Unternehmen indirekt aufgefordert, nicht auf eine bessere Politik zu warten, sondern eine Verlagerung von Jobs ins Ausland zu prüfen.|Bundeskanzler Gerhard Schröder (SPD) kritisierte diesen Aufruf daraufhin am Montag als ""unpatriotischen Akt""."
"4305|2004-03-24|Zeitung|Berliner Zeitung, 24.03.2004|BERLIN, 23. März.|Die Absicht der Telekom, einen neuen Pauschaltarif für besonders günstige Festnetz-Telefonate einzuführen, hat zu heftigem Streit in Politik und Wirtschaft geführt.|Während Telekom-Wettbewerber sowie Oppositionspolitiker ein Einschreiten der Regulierungsbehörde für Telekommunikation und Post (RegTP) forderten und schärfere gesetzliche Kontrollmöglichkeiten für das Amt verlangten, sah man bei der SPD keinen Änderungsbedarf."
"4306|2004-03-24|Zeitung|Berliner Zeitung, 24.03.2004|Ob daraus folgt, daß diese Gesellschaft sich zu einer ""Demokratie von unten"" entwickelt, kann man bezweifeln.|Gerade der paternalistische Ton, mit dem die professionelle Politik die jüngsten Studentenproteste kommentierte, um im selben Atemzug die Substanz der akademischen Lehre und Forschung weiter zu ruinieren, zeigt deren Folgenlosigkeit.|Die ""Demokratie von unten"" mag offensichtlich tun und lassen, was sie will, solange sie die ""Demokratie von oben"" nicht stört."
"4307|2004-03-24|Zeitung|Berliner Zeitung, 24.03.2004|Dass Strunz später auf einmal einen Fotoapparat hervorholte und Bilder von seinen Gästen machte, darf man ebenfalls unter ""total unkonventionell"" verbuchen.|Im Großen und Ganzen folgte die Show dem bekannten Muster, das da heißt: Politik wird personalisiert und emotionalisiert.|Warum sachlich, wenn es auch persönlich geht?"
"4308|2004-03-25|Zeitung|Berliner Zeitung, 25.03.2004|(BLZ)|Politik Seite 6|"
"4309|2004-03-25|Zeitung|Berliner Zeitung, 25.03.2004|""Wer EU-Mitglied werden will, sollte nicht abfällig behaupten, Europa sei kein"" christlicher Club "", sagte er.|Politik Seite 6|"
"4310|2004-03-25|Zeitung|Berliner Zeitung, 25.03.2004|Die Etablierung einer ""neuen Weltordnung"" trifft auf einen starken und sich unweigerlich weiter verstärkenden Widerstand.|Immer weniger Staaten, darunter sogar Nato-Mitglieder, sind bereit die Politik der USA zu unterstützen.|Früher oder später entsteht so eine multipolare Welt unter der Ägide der Uno."
"4311|2004-03-25|Zeitung|Berliner Zeitung, 25.03.2004|Er übertrug die Planung des Krieges einer besonderen Gruppe unter Richard Perle und drängte die Generalstäbe in den Hintergrund.|In der Folge dieses Missbrauchs des Primats der Politik kam es zu prinzipiellen Mängeln in der Organisation der Kriegshandlungen, sie waren unzureichend durchdacht und abgestimmt.|Es hat sich herausgestellt, dass sich ein Führungsorgan wie der Generalstab nicht durch irgendwelche improvisierten Gruppen ersetzen lässt."
"4312|2004-03-25|Zeitung|Berliner Zeitung, 25.03.2004|Wer hierzulande perfide von ""Nazi-Methoden"" der Israelis spricht und schreibt und auf diese Weise die NS-Geschichte exkulpiert, der sitzt in einem Restaurant oder einem Büro, das nicht in die Luft gejagt wird.|Er maßt sich aber an, die verzweifelt falsche israelische Politik als Gegengewicht zum Holocaust in die Waagschale zu werfen.|"
"4313|2004-03-25|Zeitung|Berliner Zeitung, 25.03.2004|In der Regel sind Arbeitgeber und Gewerkschaften viel flexibler, als man gemeinhin denkt.|Das sollte auch die Politik zur Kenntnis nehmen.|"
"4314|2004-03-25|Zeitung|Berliner Zeitung, 25.03.2004|""Durch die Arbeitslosigkeit war die Höhe der Beitragszahlungen in den vergangenen Jahren stets niedriger als von Wirtschaftsinstituten vorausgesagt"", sagte Lanz.|""Deshalb sind die Krankenkassen mit der Senkung von Kassensätzen vorsichtig geworden und warten erst einmal ab, ob die von der Politik geplanten Einsparungen tatsächlich eintreten.""|"
"4315|2004-03-25|Zeitung|Berliner Zeitung, 25.03.2004|Eingeladen hatte das Aspen Institute.|Temperamentvoll verurteilte das ehemalige Party-Girl die Politik von Georg W. Bush.|Freiheit werde gegen Sicherheit eingetauscht, sagte die in Nicaragua geborene Jagger."
"4316|2004-03-26|Zeitung|Berliner Zeitung, 26.03.2004|Statt deren Innovationspotenziale zu sehen, fürchteten die Minister jede Veränderung.|Politik Seite 5|"
"4317|2004-03-26|Zeitung|Berliner Zeitung, 26.03.2004|Wir brauchen einen wirklichen Schritt zum Wohle Deutschlands.|"" Einen eigenen Vorschlag machen, um damit den Vorschlag des Gegners vom Tisch zu bekommen - ein bewährtes Rezept der Politik.|Merkel erläutert entsprechend:"
"4318|2004-03-26|Zeitung|Berliner Zeitung, 26.03.2004|Schröders größte Schwachstelle bleibt sein Verhältnis zur eigenen Partei; viele Sozialdemokraten sind überzeugt, dass die bisherigen Reformschritte sozial unausgewogen und ökonomisch bestenfalls unnnütz sind.|Wie aber soll Politik die Wähler überzeugen, wenn nicht einmal die eigenen Leute daran glauben?|Und wie könnte der Kanzler von so dünnem Eis aus weitere Schritte wagen?"
"4319|2004-03-26|Zeitung|Berliner Zeitung, 26.03.2004|Die Verhängung des extrem hohen EU-Bußgelds gegen den US-Konzern Microsoft kommentiert die dänische Zeitung|Politiken|Ein Bußgeld über 500 Millionen Euro zusammen mit verschiedenen Eingriffen gegen Microsoft sieht auf den ersten Blick drastisch aus."
"4320|2004-03-26|Zeitung|Berliner Zeitung, 26.03.2004|Schon damals hatte er fest das Ziel des sofortigen Beitritts Spaniens zur Europäischen Währungsunion vor Augen, was dem Land damals noch keiner zutraute.|Die Früchte dieser Politik konnten dann die seit 1996 regierenden Konservativen unter José María Aznar und dessen Wirtschaftsminister Rodrigo Rato - heute Anwärter auf den Direktorenposten des Internationalen Währungsfonds - ernten.|Seit 1999 ist Solbes in Brüssel als EU-Kommissar für Währungsfragen zuständig."
"4321|2004-03-26|Zeitung|Berliner Zeitung, 26.03.2004|Die israelische Regierung will den Terror bekämpfen und trägt gleichzeitig zu seinen Ursachen bei.|Können Sie noch eine klare Linie in der Politik Scharons erkennen?|Er hält seine Karten sehr bedeckt."
"4322|2004-03-26|Zeitung|Berliner Zeitung, 26.03.2004|256 S., 22,90 Euro.|NORMAN NAIMARK: ""Ethnische Säuberung"", schreibt der Historiker aus Stanford, ist ein charakteristisches Merkmal der Politik des 20. Jahrhunderts.Das zeigt sein Vergleich des Völkermords an den Armeniern, des Holocaust, der Vertreibung der Deutschen aus den Ostgebieten, der Deportation von Tschetschenen-Inguschen und Krim-Tataren und der Balkankriege.|Flammender Hass."
"4323|2004-03-26|Zeitung|Berliner Zeitung, 26.03.2004|Außenpolitisch stellte Schröder erstmals vor dem Parlament die Forderung nach einem ständigen Sitz Deutschlands im UN-Sicherheitsrat.|Bisher galt dies als kein herausragendes Ziel deutscher Politik.|Seiten 1, 2, 4 und 6"
"4324|2004-03-26|Zeitung|Berliner Zeitung, 26.03.2004|400 Millionen Zuschauer in 197 Ländern verfolgten den Auftritt.|Sowohl die Politik als auch die politische Berichterstattung arbeitete immer wieder mit populären Songs aus ""Les Misérables"".|Das Stück ""Morgen schon"", im Englischen ""One day more"", baute Bill Clinton in seine Wahlkampagne im Jahr 1992 ein."
